           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
             22.4              -40               20        36.470695       -109.57155        6.1548715       -5.8530531       -35.874496         38.78183
             23.2              -40               20       -60.681252       -109.33768       -3.5247087       -6.6458244        4.8804002        58.093586
               24              -40               20       -125.22787       -32.443195       -12.081743        4.5150256        50.366776         35.73447
             24.8              -40               20       -105.31336        68.433472       -5.8045921        16.250687         59.23996       -14.720866
             25.6              -40               20        -18.63382         111.7596        14.162645        15.251131        21.805635       -53.507633
             26.4              -40               20        62.482704        67.306427        26.994255       -2.3900242       -26.036747       -48.305027
             27.2              -40               20         73.01358       -9.8777809         15.03298       -24.983021       -40.797363       -5.0998869
               28              -40               20        19.132885        -37.55088       -14.026516        -29.65522       -14.958233        30.120106
             28.8              -40               20       -22.348316        1.3046846       -32.647728       -5.3320398        15.681107        18.308697
             29.6              -40               20        6.4811482        37.828369        -20.99762        25.403902        9.9349346       -17.691536
             30.4              -40               20        59.978374        5.3947506        9.1679344        27.929659       -24.216955        -19.06374
             31.2              -40               20        44.801994       -68.637177        24.929167        1.5008004       -34.405571        23.325121
               32              -40               20       -45.013199       -87.614571        10.049599       -17.599079        6.5680923        51.154472
             32.8              -40               20       -103.69704       -9.0081387       -12.390233       -5.3890076        55.492825        18.724871
             33.6              -40               20       -50.715084        85.217926        -7.673409        15.747452        47.003025        -41.50795
             34.4              -40               20         53.52153        81.884682        18.675091          8.00459       -16.009884       -57.217648
             35.2              -40               20        83.332611       -10.869901        21.374352       -23.909218       -55.719147       -10.971725
               36              -40               20        18.134027       -67.824509       -14.943559       -31.864428       -25.284067        34.718983
             36.8              -40               20        -37.42696       -26.116817       -40.564793        4.1204638        22.161489        27.411768
             37.6              -40               20       -18.026245         29.42304       -13.661917        38.227367        19.477083       -3.4055643
             38.4              -40               20        13.200926        10.882773        29.030327        22.910662       -11.786051       -3.6528285
             39.2              -40               20       -13.901423       -30.162209        25.563759       -16.945217       -6.6603084        15.357133
               40              -40               20       -48.597286       -6.6799393       -11.593952        -21.85523        27.309898        2.5105572
              -40            -39.2               20        9.2915745       -30.459568       -23.438755        21.109116        4.7393637       -14.169285
            -39.2            -39.2               20        18.208809        6.7375402       -30.908947       -21.177866        8.4269104        15.306718
            -38.4            -39.2               20       -31.054852        23.030714        9.1492863       -42.177513       -16.425108        9.3546467
            -37.6            -39.2               20       -43.365475       -25.097696        42.637947       -8.1774569        -12.89213       -31.841194
            -36.8            -39.2               20        27.906523       -53.536499        23.648659        31.054338        28.109825        -35.76968
              -36            -39.2               20        82.758591        6.4641504       -16.338865        24.698057        44.537876        18.429995
            -35.2            -39.2               20        28.971409        83.359016       -21.802221       -5.2343674       0.84445047        58.160091
            -34.4            -39.2               20       -70.270348        63.402969        3.3495567       -9.2503166       -50.364529        25.078772
            -33.6            -39.2               20       -85.562782         -36.5014        10.450503        10.361019       -41.542187       -35.328281
            -32.8            -39.2               20       -5.7065163       -90.390968       -12.810814        13.218909        11.983247       -44.432251
              -32            -39.2               20        59.699039       -40.661026       -27.564005       -11.337972        38.178482       -1.7915072
            -31.2            -39.2               20        38.265434        30.527941       -6.0788307       -32.121048        9.9813061        27.190346
            -30.4            -39.2               20       -19.256716        27.658218        28.472483       -21.752251        -23.72464        7.4038658
            -29.6            -39.2               20       -22.183437       -28.319817        35.299675        10.956161       -10.483047       -27.204241
            -28.8            -39.2               20        39.375397       -40.548485        8.5622854        32.758274        33.099831       -24.244919
              -28            -39.2               20        82.972672        26.374718       -19.936657        23.209257        44.112942        19.839981
            -27.2            -39.2               20         38.31385        99.064781       -23.936596       -2.8906169         1.231889        54.225578
            -26.4            -39.2               20       -61.835823         92.41539       -8.8045006       -16.379463       -48.489292         37.56797
            -25.6            -39.2               20       -119.23492        5.9611115        5.6792431       -8.4902563       -54.957996       -15.281161
            -24.8            -39.2               20       -79.987312       -84.655052        6.7825766        4.2148113       -17.126934       -53.361675
              -24            -39.2               20        15.592349       -105.47411       -3.8483162        4.4789228         29.28479        -43.83268
            -23.2            -39.2               20        82.971115       -45.460571       -11.770455       -6.8055763        46.557972       -1.2220244
            -22.4            -39.2               20        74.930634        37.683285       -4.3103924       -16.739731        24.391808        32.192993
            -21.6            -39.2               20        12.317812        73.975342        13.602838       -16.442854       -12.097028        31.982416
            -20.8            -39.2               20       -47.639771         43.91404        26.285099       -4.2838788       -29.754288        7.0139422
              -20            -39.2               20       -58.960812       -16.857561        24.404928        15.634802       -18.813997       -19.653122
            -19.2            -39.2               20       -17.283712       -58.543388        9.2094851        31.052237         6.689455       -27.370083
            -18.4            -39.2               20        40.502388       -51.741348       -11.572852        30.898396        26.679335       -9.8904619
            -17.6            -39.2               20        70.211685      -0.73915291       -28.193834        17.861473        28.680079        17.071949
            -16.8            -39.2               20        54.065331        62.076439       -33.958313       0.22685194        11.780221         33.56311
              -16            -39.2               20       0.90894985        98.176758       -28.129288       -17.086096       -15.535879         34.32439
            -15.2            -39.2               20       -66.441612        87.042992       -15.287216       -27.781868        -38.55521         20.91844
            -14.4            -39.2               20        -117.1535        34.467171       -1.4486873       -28.739073       -45.392002       -3.7746201
            -13.6            -39.2               20       -128.53444       -37.154854        9.5783443        -25.62459        -36.62674       -28.991995
            -12.8            -39.2               20        -100.3765       -102.75443        16.016197        -21.32674        -18.65617       -43.996933
              -12            -39.2               20       -45.272934         -142.778        18.470167        -13.95988        4.7232084       -47.564888
            -11.2            -39.2               20        21.325085       -148.91107        20.124563        -7.515789        26.480143       -40.866997
            -10.4            -39.2               20        79.852097       -126.37772        22.424986        -5.359663        38.549122       -25.147884
             -9.6            -39.2               20        116.21734       -86.569237        23.675936       -2.7963655        42.025177       -6.9460702
             -8.8            -39.2               20         131.1748       -39.820648        23.322786        2.3737059        40.238396        7.6272945
               -8            -39.2               20        129.66002        3.6718197        22.714727        6.7962537        31.738598        18.416672
             -7.2            -39.2               20        114.08897        36.382198        21.494427        9.5621452        20.024893         25.13521
             -6.4            -39.2               20        91.304665          58.6604        18.264805        11.805662        11.850229        25.730564
             -5.6            -39.2               20        69.126175        73.553307        14.339864        13.009467        5.3358145        22.681938
             -4.8            -39.2               20        48.091721        81.054619        11.251964        12.480597       -1.6542472        19.813499
               -4            -39.2               20        27.804781        82.515236        8.2285299        10.779029       -4.7412844        15.920347
             -3.2            -39.2               20        11.465119        80.963837        5.9581008        8.7946024       -5.1190462         10.62828
             -2.4            -39.2               20      -0.67761254        76.984344        4.9015827        6.6894321       -6.1687012        7.0811329
             -1.6            -39.2               20       -10.226558        73.145851        2.5304644        4.2630529       -4.0188241        4.9563003
             -0.8            -39.2               20       -15.848835        73.505661      -0.18316914        1.8956892       0.11059798        2.3575833
                0            -39.2               20        -17.33794        75.010612                0                0                0                0
              0.8            -39.2               20       -15.848835        73.505661       0.18316914       -1.8956892      -0.11059798       -2.3575833
              1.6            -39.2               20       -10.226558        73.145851       -2.5304644       -4.2630529        4.0188241       -4.9563003
              2.4            -39.2               20      -0.67761254        76.984344       -4.9015827       -6.6894321        6.1687012       -7.0811329
              3.2            -39.2               20        11.465119        80.963837       -5.9581008       -8.7946024        5.1190462        -10.62828
                4            -39.2               20        27.804781        82.515236       -8.2285299       -10.779029        4.7412844       -15.920347
              4.8            -39.2               20        48.091721        81.054619       -11.251964       -12.480597        1.6542472       -19.813499
              5.6            -39.2               20        69.126175        73.553307       -14.339864       -13.009467       -5.3358145       -22.681938
              6.4            -39.2               20        91.304665          58.6604       -18.264805       -11.805662       -11.850229       -25.730564
              7.2            -39.2               20        114.08897        36.382198       -21.494427       -9.5621452       -20.024893        -25.13521
                8            -39.2               20        129.66002        3.6718197       -22.714727       -6.7962537       -31.738598       -18.416672
              8.8            -39.2               20         131.1748       -39.820648       -23.322786       -2.3737059       -40.238396       -7.6272945
              9.6            -39.2               20        116.21734       -86.569237       -23.675936        2.7963655       -42.025177        6.9460702
             10.4            -39.2               20        79.852097       -126.37772       -22.424986         5.359663       -38.549122        25.147884
             11.2            -39.2               20        21.325085       -148.91107       -20.124563         7.515789       -26.480143        40.866997
               12            -39.2               20       -45.272934         -142.778       -18.470167         13.95988       -4.7232084        47.564888
             12.8            -39.2               20        -100.3765       -102.75443       -16.016197         21.32674         18.65617        43.996933
             13.6            -39.2               20       -128.53444       -37.154854       -9.5783443         25.62459         36.62674        28.991995
             14.4            -39.2               20        -117.1535        34.467171        1.4486873        28.739073        45.392002        3.7746201
             15.2            -39.2               20       -66.441612        87.042992        15.287216        27.781868         38.55521        -20.91844
               16            -39.2               20       0.90894985        98.176758        28.129288        17.086096        15.535879        -34.32439
             16.8            -39.2               20        54.065331        62.076439        33.958313      -0.22685194       -11.780221        -33.56311
             17.6            -39.2               20        70.211685      -0.73915291        28.193834       -17.861473       -28.680079       -17.071949
             18.4            -39.2               20        40.502388       -51.741348        11.572852       -30.898396       -26.679335        9.8904619
             19.2            -39.2               20       -17.283712       -58.543388       -9.2094851       -31.052237        -6.689455        27.370083
               20            -39.2               20       -58.960812       -16.857561       -24.404928       -15.634802        18.813997        19.653122
             20.8            -39.2               20       -47.639771         43.91404       -26.285099        4.2838788        29.754288       -7.0139422
             21.6            -39.2               20        12.317812        73.975342       -13.602838        16.442854        12.097028       -31.982416
             22.4            -39.2               20        74.930634        37.683285        4.3103924        16.739731       -24.391808       -32.192993
             23.2            -39.2               20        82.971115       -45.460571        11.770455        6.8055763       -46.557972        1.2220244
               24            -39.2               20        15.592349       -105.47411        3.8483162       -4.4789228        -29.28479         43.83268
             24.8            -39.2               20       -79.987312       -84.655052       -6.7825766       -4.2148113        17.126934        53.361675
             25.6            -39.2               20       -119.23492        5.9611115       -5.6792431        8.4902563        54.957996        15.281161
             26.4            -39.2               20       -61.835823         92.41539        8.8045006        16.379463        48.489292        -37.56797
             27.2            -39.2               20         38.31385        99.064781        23.936596        2.8906169        -1.231889       -54.225578
               28            -39.2               20        82.972672        26.374718        19.936657       -23.209257       -44.112942       -19.839981
             28.8            -39.2               20        39.375397       -40.548485       -8.5622854       -32.758274       -33.099831        24.244919
             29.6            -39.2               20       -22.183437       -28.319817       -35.299675       -10.956161        10.483047        27.204241
             30.4            -39.2               20       -19.256716        27.658218       -28.472483        21.752251         23.72464       -7.4038658
             31.2            -39.2               20        38.265434        30.527941        6.0788307        32.121048       -9.9813061       -27.190346
               32            -39.2               20        59.699039       -40.661026        27.564005        11.337972       -38.178482        1.7915072
             32.8            -39.2               20       -5.7065163       -90.390968        12.810814       -13.218909       -11.983247        44.432251
             33.6            -39.2               20       -85.562782         -36.5014       -10.450503       -10.361019        41.542187        35.328281
             34.4            -39.2               20       -70.270348        63.402969       -3.3495567        9.2503166        50.364529       -25.078772
             35.2            -39.2               20        28.971409        83.359016        21.802221        5.2343674      -0.84445047       -58.160091
               36            -39.2               20        82.758591        6.4641504        16.338865       -24.698057       -44.537876       -18.429995
             36.8            -39.2               20        27.906523       -53.536499       -23.648659       -31.054338       -28.109825         35.76968
             37.6            -39.2               20       -43.365475       -25.097696       -42.637947        8.1774569         12.89213        31.841194
             38.4            -39.2               20       -31.054852        23.030714       -9.1492863        42.177513        16.425108       -9.3546467
             39.2            -39.2               20        18.208809        6.7375402        30.908947        21.177866       -8.4269104       -15.306718
               40            -39.2               20        9.2915745       -30.459568        23.438755       -21.109116       -4.7393637        14.169285
              -40            -38.4               20        24.713886        4.3778291       -35.187431       -21.967678        10.090895        4.0821719
            -39.2            -38.4               20       -12.143095        17.130184        10.535936       -39.919216       -17.479704        10.608816
            -38.4            -38.4               20       -35.486481       -30.745152        41.379383       -6.1543188       -12.810883       -20.463654
            -37.6            -38.4               20        19.302094       -51.064259        17.884012        29.084187        34.707008       -26.229965
            -36.8            -38.4               20        70.424515        20.635651       -15.660306          18.9506        47.950829        19.799044
              -36            -38.4               20        20.617373        93.142609        -11.06164       -9.3501234       -7.8616128        53.458855
            -35.2            -38.4               20       -75.637909        55.019512        11.321829       -6.7420521       -61.560707        19.032261
            -34.4            -38.4               20       -84.922134       -52.486767        5.6662483        18.554041       -40.508213       -41.534771
            -33.6            -38.4               20        5.0432243       -94.220375       -22.269487        17.811184         21.91897       -47.966381
            -32.8            -38.4               20        71.460548       -33.790306       -27.379566        -16.70042        42.203964       0.54950047
              -32            -38.4               20        39.519482        32.177467        2.8356962       -38.187935        7.6048536        30.525068
            -31.2            -38.4               20       -19.785944        22.250681        31.894911       -16.232525       -19.941925        5.9417176
            -30.4            -38.4               20       -10.658484       -25.020679        27.278046        21.204079       -1.3404973       -25.384878
            -29.6            -38.4               20        47.927193       -20.479151       -2.1826398        31.074043        32.830868       -9.3596144
            -28.8            -38.4               20        59.880413        49.331226       -22.764492        9.3430214        29.824097         36.97617
              -28            -38.4               20       -11.052061        100.40194       -15.099143       -12.767781        -17.94772         50.52652
            -27.2            -38.4               20       -92.857216        56.292767        5.1156211       -11.559068        -59.30423         8.326829
            -26.4            -38.4               20       -97.153664       -50.201271        9.6803198        4.5882416       -45.478168       -44.029205
            -25.6            -38.4               20       -17.470135       -113.56989       -5.3373146        12.711782        10.053608       -54.511173
            -24.8            -38.4               20         71.99437       -77.463448       -18.420938        2.0433717        50.060665       -20.490337
              -24            -38.4               20        95.359627        14.243842       -12.874171        -18.32411        41.466679        22.583036
            -23.2            -38.4               20        41.111366        77.662292        7.3576221       -28.358042        2.6396904        38.562359
            -22.4            -38.4               20       -33.342442        69.730499        26.360729       -15.535954       -25.697535        18.122818
            -21.6            -38.4               20       -61.611408        12.634537        30.746807        10.822598       -22.308012       -13.350213
            -20.8            -38.4               20       -30.380178       -37.277607        17.176929         30.76919        2.5178564       -23.187599
              -20            -38.4               20        21.655865       -37.706474       -7.1369009        34.139717        24.304579       -6.1199651
            -19.2            -38.4               20        48.175251        8.5579195        -28.03578        21.717731        23.778181        19.814939
            -18.4            -38.4               20        25.717447        60.730511        -34.00666     -0.019249856      -0.55687046        36.053032
            -17.6            -38.4               20       -35.865269        77.751953       -25.691893       -19.516159       -29.832226        31.587269
            -16.8            -38.4               20       -98.868828        46.963226       -10.950276       -28.044426       -44.588306        6.3605461
              -16            -38.4               20       -124.98145       -19.039925        4.1026106       -26.226534       -41.736385       -26.029547
            -15.2            -38.4               20       -101.24049       -93.972748        14.020046       -18.793482       -23.946398       -48.024067
            -14.4            -38.4               20       -39.500095       -144.80983        16.488661       -10.371885        5.3420696       -51.915474
            -13.6            -38.4               20        36.740234       -150.94485        16.399727       -5.2433171        32.858326       -40.870853
            -12.8            -38.4               20        101.75678       -117.40693         16.80151       -3.4805009        46.856529       -20.347136
              -12            -38.4               20        137.56972       -60.310181        15.986256       -1.0172607        49.035484        4.0513153
            -11.2            -38.4               20        140.78851        3.9263992        16.230782        3.1526358        41.450089        24.348396
            -10.4            -38.4               20        118.23528        55.663647        19.294889        6.8058677        24.354147        35.550797
             -9.6            -38.4               20        80.229568        83.371536        20.089178         10.42981        6.4576545        38.685146
             -8.8            -38.4               20        38.981731        91.490707        16.475864        14.989463        -5.841156        35.093674
               -8            -38.4               20        4.9363227        85.296677        12.549756        18.520906       -15.492671        26.067823
             -7.2            -38.4               20       -18.212282        66.673851        9.7301512        19.662977       -21.421625        16.038403
             -6.4            -38.4               20       -31.329704        43.853176         6.406847        18.873716       -19.845898        8.0865145
             -5.6            -38.4               20       -35.885895        24.537195        3.4411719        16.939266       -15.640865        1.6058177
             -4.8            -38.4               20       -34.519733        7.5141592        2.2719727        14.661552       -13.428218       -2.8074884
               -4            -38.4               20       -30.729206       -8.5762444        2.0357339        12.203992       -10.251899       -4.2466168
             -3.2            -38.4               20       -25.719662       -21.485691        2.0611317        9.8817263       -6.0016165       -4.8864694
             -2.4            -38.4               20       -19.215757       -31.237144        2.1178849        7.8884721       -3.7250061       -5.2293329
             -1.6            -38.4               20       -13.507183       -38.095333        1.0656044        5.1554546       -1.8206935       -3.2081006
             -0.8            -38.4               20       -11.364779       -40.596725      -0.26251575        2.0277128       0.22855838      -0.50405532
                0            -38.4               20       -11.333434       -40.608063                0                0                0                0
              0.8            -38.4               20       -11.364779       -40.596725       0.26251575       -2.0277128      -0.22855838       0.50405532
              1.6            -38.4               20       -13.507183       -38.095333       -1.0656044       -5.1554546        1.8206935        3.2081006
              2.4            -38.4               20       -19.215757       -31.237144       -2.1178849       -7.8884721        3.7250061        5.2293329
              3.2            -38.4               20       -25.719662       -21.485691       -2.0611317       -9.8817263        6.0016165        4.8864694
                4            -38.4               20       -30.729206       -8.5762444       -2.0357339       -12.203992        10.251899        4.2466168
              4.8            -38.4               20       -34.519733        7.5141592       -2.2719727       -14.661552        13.428218        2.8074884
              5.6            -38.4               20       -35.885895        24.537195       -3.4411719       -16.939266        15.640865       -1.6058177
              6.4            -38.4               20       -31.329704        43.853176        -6.406847       -18.873716        19.845898       -8.0865145
              7.2            -38.4               20       -18.212282        66.673851       -9.7301512       -19.662977        21.421625       -16.038403
                8            -38.4               20        4.9363227        85.296677       -12.549756       -18.520906        15.492671       -26.067823
              8.8            -38.4               20        38.981731        91.490707       -16.475864       -14.989463         5.841156       -35.093674
              9.6            -38.4               20        80.229568        83.371536       -20.089178        -10.42981       -6.4576545       -38.685146
             10.4            -38.4               20        118.23528        55.663647       -19.294889       -6.8058677       -24.354147       -35.550797
             11.2            -38.4               20        140.78851        3.9263992       -16.230782       -3.1526358       -41.450089       -24.348396
               12            -38.4               20        137.56972       -60.310181       -15.986256        1.0172607       -49.035484       -4.0513153
             12.8            -38.4               20        101.75678       -117.40693        -16.80151        3.4805009       -46.856529        20.347136
             13.6            -38.4               20        36.740234       -150.94485       -16.399727        5.2433171       -32.858326        40.870853
             14.4            -38.4               20       -39.500095       -144.80983       -16.488661        10.371885       -5.3420696        51.915474
             15.2            -38.4               20       -101.24049       -93.972748       -14.020046        18.793482        23.946398        48.024067
               16            -38.4               20       -124.98145       -19.039925       -4.1026106        26.226534        41.736385        26.029547
             16.8            -38.4               20       -98.868828        46.963226        10.950276        28.044426        44.588306       -6.3605461
             17.6            -38.4               20       -35.865269        77.751953        25.691893        19.516159        29.832226       -31.587269
             18.4            -38.4               20        25.717447        60.730511         34.00666      0.019249856       0.55687046       -36.053032
             19.2            -38.4               20        48.175251        8.5579195         28.03578       -21.717731       -23.778181       -19.814939
               20            -38.4               20        21.655865       -37.706474        7.1369009       -34.139717       -24.304579        6.1199651
             20.8            -38.4               20       -30.380178       -37.277607       -17.176929        -30.76919       -2.5178564        23.187599
             21.6            -38.4               20       -61.611408        12.634537       -30.746807       -10.822598        22.308012        13.350213
             22.4            -38.4               20       -33.342442        69.730499       -26.360729        15.535954        25.697535       -18.122818
             23.2            -38.4               20        41.111366        77.662292       -7.3576221        28.358042       -2.6396904       -38.562359
               24            -38.4               20        95.359627        14.243842        12.874171         18.32411       -41.466679       -22.583036
             24.8            -38.4               20         71.99437       -77.463448        18.420938       -2.0433717       -50.060665        20.490337
             25.6            -38.4               20       -17.470135       -113.56989        5.3373146       -12.711782       -10.053608        54.511173
             26.4            -38.4               20       -97.153664       -50.201271       -9.6803198       -4.5882416        45.478168        44.029205
             27.2            -38.4               20       -92.857216        56.292767       -5.1156211        11.559068         59.30423        -8.326829
               28            -38.4               20       -11.052061        100.40194        15.099143        12.767781         17.94772        -50.52652
             28.8            -38.4               20        59.880413        49.331226        22.764492       -9.3430214       -29.824097        -36.97617
             29.6            -38.4               20        47.927193       -20.479151        2.1826398       -31.074043       -32.830868        9.3596144
             30.4            -38.4               20       -10.658484       -25.020679       -27.278046       -21.204079        1.3404973        25.384878
