           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
            -38.4            -39.2               20         33.37574       -46.908787       -24.254526        29.231932        16.239328       -14.470423
            -37.6            -39.2               20        34.858246        25.786808       -32.071358       -22.350872        7.5599093        27.478426
            -36.8            -39.2               20       -37.812641        20.876961        19.045059       -26.971657       -26.169369        -2.330987
              -36            -39.2               20       -8.3623028       -42.748974         21.47504        12.580676        10.659399       -33.885361
            -35.2            -39.2               20         52.46973        9.0940332       -12.109158        9.0940685        40.833733        16.136566
            -34.4            -39.2               20         -11.4911        75.125076      0.065467834       -10.112071       -16.527925        43.096897
            -33.6            -39.2               20       -78.076157       -4.4193778        14.850126        8.9286089       -49.752468       -12.863646
            -32.8            -39.2               20       -6.4598246       -81.592369       -15.060293        18.553009        6.7643185       -44.617867
              -32            -39.2               20        71.378113       -11.435665       -26.817371        -15.67819          42.0956       -0.8277564
            -31.2            -39.2               20        15.926023        58.810833        15.143702       -33.572777       -1.6364188        32.043037
            -30.4            -39.2               20       -52.652874        2.6327786        38.673836        6.2657671       -26.181807      -0.53936863
            -29.6            -39.2               20       -2.3324432       -50.291245        3.6833124        38.361572        11.940723       -22.686512
            -28.8            -39.2               20        52.677906          7.48557       -29.679817        12.709764        25.467228        14.196146
              -28            -39.2               20       -8.5491734        61.352936       -17.577751       -18.972179       -17.113094          34.5065
            -27.2            -39.2               20       -75.345924       -1.5211949        7.7128839       -10.722727       -43.682087       -9.6146669
            -26.4            -39.2               20       -18.947432       -91.636665        4.1094389        6.3899484       -7.1815028       -49.809402
            -25.6            -39.2               20        88.389038       -62.010384       -12.295383       -2.9218657        45.041096       -24.363598
            -24.8            -39.2               20         98.08078        55.180283       -2.1964302       -20.641905         39.65284        27.656811
              -24            -39.2               20      -0.60498047        105.66023        23.795717       -15.516214       -8.2730341        42.261196
            -23.2            -39.2               20       -80.633476        44.126534        28.809986        14.424957       -31.207397        10.038721
            -22.4            -39.2               20       -52.975811       -33.438751         3.549294        35.526897       -13.013014       -21.863304
            -21.6            -39.2               20        19.559612       -36.526798       -26.519249        21.331223        10.395818       -12.104946
            -20.8            -39.2               20        31.960249          21.8787       -32.755287       -8.4060841        10.824648         13.31778
              -20            -39.2               20        -25.33091        54.912643       -11.517511       -28.091076       -10.972597        17.598856
            -19.2            -39.2               20        -85.01075        9.3636217        14.627243       -24.582535       -27.989817         -1.73645
            -18.4            -39.2               20       -75.351746       -72.678505        22.035011       -2.7970676       -15.415982       -27.575775
            -17.6            -39.2               20        5.3875217       -113.39738         13.75023        11.440824        11.213793       -33.347672
            -16.8            -39.2               20         89.76709        -79.04528       0.87275171         11.99942        31.727526       -15.388384
              -16            -39.2               20        119.47697         7.164566       -5.7588749         4.788898        34.772472         11.27352
            -15.2            -39.2               20        77.774734        82.680923     -0.076623306        -2.990973         14.91435         30.89175
            -14.4            -39.2               20       -1.7722702        103.36482         5.478641      -0.33013743       -6.7066021        31.388205
            -13.6            -39.2               20       -63.654846        71.638931        6.8216295        7.7018476       -21.503298        16.563406
            -12.8            -39.2               20       -81.750038        9.9178829        2.8605256        13.513365       -26.365574       -1.7342753
              -12            -39.2               20       -58.117756       -41.602207       -7.5481939        15.050216       -14.588497        -13.72174
            -11.2            -39.2               20        -13.58603       -59.061089        -13.56395        10.230927       -2.5774329       -16.453188
            -10.4            -39.2               20        25.278999       -47.826126       -16.765486         2.739332        6.3928337       -11.184458
             -9.6            -39.2               20        45.807941       -14.699287       -17.262817       -3.7076676        11.729743       -2.9503598
             -8.8            -39.2               20        45.789867        21.406166       -12.967146       -8.5753937        8.0991564        2.6256843
               -8            -39.2               20         28.42268        48.567757       -10.438113       -11.509939        5.2588248        7.0091791
             -7.2            -39.2               20       0.17025208        64.998672        -5.136446       -12.942571       0.48740292        8.5460033
             -6.4            -39.2               20       -32.939297        64.187912       0.21850118       -13.542009       -4.1389966        7.5867882
             -5.6            -39.2               20       -62.467979        54.756874        1.0202115       -11.136317        -3.458374         5.743516
             -4.8            -39.2               20        -81.38485        39.678249        3.4617591       -7.2309294       -6.0509825        1.9279633
               -4            -39.2               20       -92.593842         17.22772        4.1215634       -6.1021538       -7.0878758       0.63505673
             -3.2            -39.2               20       -99.314644       -2.1689475        2.7059212        -4.683753       -5.1472454      -0.47206211
             -2.4            -39.2               20       -100.81275        -17.50518        2.0359216       -3.0082552       -5.0418925       -2.2387631
             -1.6            -39.2               20       -100.06725       -29.564827        0.6394217       -2.4091284        -3.334718        -1.929428
             -0.8            -39.2               20       -97.592224         -36.3564       0.46056217      -0.50206721       -1.4178466       -2.2057788
                0            -39.2               20       -95.411484       -38.804779                0                0                0                0
              0.8            -39.2               20       -97.592224         -36.3564      -0.46056217       0.50206721        1.4178466        2.2057788
              1.6            -39.2               20       -100.06725       -29.564827       -0.6394217        2.4091284         3.334718         1.929428
              2.4            -39.2               20       -100.81275        -17.50518       -2.0359216        3.0082552        5.0418925        2.2387631
              3.2            -39.2               20       -99.314644       -2.1689475       -2.7059212         4.683753        5.1472454       0.47206211
                4            -39.2               20       -92.593842         17.22772       -4.1215634        6.1021538        7.0878758      -0.63505673
              4.8            -39.2               20        -81.38485        39.678249       -3.4617591        7.2309294        6.0509825       -1.9279633
              5.6            -39.2               20       -62.467979        54.756874       -1.0202115        11.136317         3.458374        -5.743516
              6.4            -39.2               20       -32.939297        64.187912      -0.21850118        13.542009        4.1389966       -7.5867882
              7.2            -39.2               20       0.17025208        64.998672         5.136446        12.942571      -0.48740292       -8.5460033
                8            -39.2               20         28.42268        48.567757        10.438113        11.509939       -5.2588248       -7.0091791
              8.8            -39.2               20        45.789867        21.406166        12.967146        8.5753937       -8.0991564       -2.6256843
              9.6            -39.2               20        45.807941       -14.699287        17.262817        3.7076676       -11.729743        2.9503598
             10.4            -39.2               20        25.278999       -47.826126        16.765486        -2.739332       -6.3928337        11.184458
             11.2            -39.2               20        -13.58603       -59.061089         13.56395       -10.230927        2.5774329        16.453188
               12            -39.2               20       -58.117756       -41.602207        7.5481939       -15.050216        14.588497         13.72174
             12.8            -39.2               20       -81.750038        9.9178829       -2.8605256       -13.513365        26.365574        1.7342753
             13.6            -39.2               20       -63.654846        71.638931       -6.8216295       -7.7018476        21.503298       -16.563406
             14.4            -39.2               20       -1.7722702        103.36482        -5.478641       0.33013743        6.7066021       -31.388205
             15.2            -39.2               20        77.774734        82.680923      0.076623306         2.990973        -14.91435        -30.89175
               16            -39.2               20        119.47697         7.164566        5.7588749        -4.788898       -34.772472        -11.27352
             16.8            -39.2               20         89.76709        -79.04528      -0.87275171        -11.99942       -31.727526        15.388384
             17.6            -39.2               20        5.3875217       -113.39738        -13.75023       -11.440824       -11.213793        33.347672
             18.4            -39.2               20       -75.351746       -72.678505       -22.035011        2.7970676        15.415982        27.575775
             19.2            -39.2               20        -85.01075        9.3636217       -14.627243        24.582535        27.989817          1.73645
               20            -39.2               20        -25.33091        54.912643        11.517511        28.091076        10.972597       -17.598856
             20.8            -39.2               20        31.960249          21.8787        32.755287        8.4060841       -10.824648        -13.31778
             21.6            -39.2               20        19.559612       -36.526798        26.519249       -21.331223       -10.395818        12.104946
             22.4            -39.2               20       -52.975811       -33.438751        -3.549294       -35.526897        13.013014        21.863304
             23.2            -39.2               20       -80.633476        44.126534       -28.809986       -14.424957        31.207397       -10.038721
               24            -39.2               20      -0.60498047        105.66023       -23.795717        15.516214        8.2730341       -42.261196
             24.8            -39.2               20         98.08078        55.180283        2.1964302        20.641905        -39.65284       -27.656811
             25.6            -39.2               20        88.389038       -62.010384        12.295383        2.9218657       -45.041096        24.363598
             26.4            -39.2               20       -18.947432       -91.636665       -4.1094389       -6.3899484        7.1815028        49.809402
             27.2            -39.2               20       -75.345924       -1.5211949       -7.7128839        10.722727        43.682087        9.6146669
               28            -39.2               20       -8.5491734        61.352936        17.577751        18.972179        17.113094         -34.5065
             28.8            -39.2               20        52.677906          7.48557        29.679817       -12.709764       -25.467228       -14.196146
             29.6            -39.2               20       -2.3324432       -50.291245       -3.6833124       -38.361572       -11.940723        22.686512
             30.4            -39.2               20       -52.652874        2.6327786       -38.673836       -6.2657671        26.181807       0.53936863
             31.2            -39.2               20        15.926023        58.810833       -15.143702        33.572777        1.6364188       -32.043037
               32            -39.2               20        71.378113       -11.435665        26.817371         15.67819         -42.0956        0.8277564
             32.8            -39.2               20       -6.4598246       -81.592369        15.060293       -18.553009       -6.7643185        44.617867
             33.6            -39.2               20       -78.076157       -4.4193778       -14.850126       -8.9286089        49.752468        12.863646
             34.4            -39.2               20         -11.4911        75.125076     -0.065467834        10.112071        16.527925       -43.096897
             35.2            -39.2               20         52.46973        9.0940332        12.109158       -9.0940685       -40.833733       -16.136566
               36            -39.2               20       -8.3623028       -42.748974        -21.47504       -12.580676       -10.659399        33.885361
             36.8            -39.2               20       -37.812641        20.876961       -19.045059        26.971657        26.169369         2.330987
             37.6            -39.2               20        34.858246        25.786808        32.071358        22.350872       -7.5599093       -27.478426
             38.4            -39.2               20         33.37574       -46.908787        24.254526       -29.231932       -16.239328        14.470423
             39.2            -39.2               20       -41.464371       -13.816823       -26.032934       -22.402205        26.522627        19.762594
               40            -39.2               20       -12.305704        53.998077       -13.689005         23.12221        8.0601473       -32.319782
              -40            -38.4               20       -44.437183       -14.773752        28.445883        19.741604       -23.070772       -7.2642851
            -39.2            -38.4               20        14.668331        -33.20977       -26.590664         29.70207        16.528286        -14.68127
            -38.4            -38.4               20        30.480791        24.256536       -28.058762       -24.018646       -1.1452883        14.097819
            -37.6            -38.4               20       -22.327461        4.5953455        22.081226       -24.581486       -25.902996       -8.6185265
            -36.8            -38.4               20         6.563436       -42.069939         14.85294        19.309868        20.629826       -25.558575
              -36            -38.4               20        48.255493        20.897722       -16.991068        7.3948555        38.419922        24.949909
            -35.2            -38.4               20       -28.707808          68.5784         3.416265       -19.008137       -25.049786        42.831463
            -34.4            -38.4               20       -79.149078       -17.055855        17.332603        9.9024572       -44.784069       -21.779305
            -33.6            -38.4               20        11.987919       -72.477852       -17.030174        21.076797        13.165771       -44.506771
            -32.8            -38.4               20        66.894318        1.4078846       -22.129852       -21.962927        32.821201        8.9756565
              -32            -38.4               20       -4.4069777        48.582783        21.961008       -29.012114       -4.7538366        24.866224
            -31.2            -38.4               20       -36.039051       -9.2030659        33.895432        20.187305       -13.336006       -12.675814
            -30.4            -38.4               20        26.402761       -31.943939       -10.170311        36.005463         17.93515       -8.2690582
            -29.6            -38.4               20        30.280821        36.297764       -32.663349       -3.3047833        11.361542        34.150517
            -28.8            -38.4               20       -55.334526        45.464401        -2.051116       -23.257418       -37.751438        20.298872
              -28            -38.4               20       -69.937202       -55.129528        14.861303      -0.77413279       -36.968571        -39.17429
            -27.2            -38.4               20        37.424637       -98.557739       -7.1799822        11.012929        24.345993       -49.879227
            -26.4            -38.4               20        114.51291       -5.1120505       -15.642377       -10.260241        53.517887        2.9709628
            -25.6            -38.4               20        52.399578        92.303909        10.706333       -25.430426        16.078041        45.522274
            -24.8            -38.4               20       -50.537292        73.411011        31.637939       -1.1681252       -25.141935        25.514088
              -24            -38.4               20       -58.681808       -8.9523687        15.994436        30.930496       -21.710859       -12.246402
            -23.2            -38.4               20        1.7401824       -31.411266       -18.902828        27.936903        6.4096122       -10.357488
            -22.4            -38.4               20        20.897249        24.086645       -33.305817       -2.0363801        11.272017        13.314398
            -21.6            -38.4               20       -31.623621        54.664242       -13.397486       -25.624945       -17.878124        16.502663
            -20.8            -38.4               20       -85.598778       -2.1329579        12.587433       -22.945572       -34.415638       -7.9215994
              -20            -38.4               20       -63.044636       -87.487656        21.063669       -2.1254225       -13.791864       -36.065269
            -19.2            -38.4               20         28.66647        -115.9921        11.758213        12.964828        21.543041       -37.745213
            -18.4            -38.4               20        107.81521       -54.971764       -3.9839346        10.407245        44.591705       -7.2352753
            -17.6            -38.4               20          109.304        46.224499       -6.2396345       0.41548213        34.885345        25.650133
            -16.8            -38.4               20        39.956356        104.29785         2.816072       -4.1961288         4.599009        39.337872
              -16            -38.4               20       -43.880627        90.262093        9.1339483        1.1642315       -21.466932        30.230551
            -15.2            -38.4               20       -82.254494        24.885033        7.9129462        13.069182        -32.31036        4.0244985
            -14.4            -38.4               20        -60.00201       -38.859112       -4.4113264        17.800493       -21.411304       -14.128968
            -13.6            -38.4               20       -8.9051456       -54.086826       -17.397522        12.405663       -2.4835739       -19.091208
            -12.8            -38.4               20        35.013638       -27.180458        -21.19989        1.7700657        9.1130657        -14.44702
              -12            -38.4               20        42.048595        17.315554       -18.245169         -10.7794        12.146311        1.3224411
            -11.2            -38.4               20        11.073296        52.985477        -9.823719       -16.286295        5.9830976         10.02754
            -10.4            -38.4               20       -34.266495        58.594711       -1.3152157       -16.862537       -4.0868149        11.608741
             -9.6            -38.4               20       -78.015427        37.187027        4.2618713       -14.837111       -11.642768        9.0587873
             -8.8            -38.4               20       -101.57612       -3.8366404        7.9887295       -8.7439432       -15.221338       -1.3977884
               -8            -38.4               20       -101.22698       -52.652184        8.2752657       -5.0478239       -14.513269       -6.6724372
             -7.2            -38.4               20       -84.696068       -94.984497         7.485312       -1.2749472       -10.670287       -10.803482
             -6.4            -38.4               20       -51.890518       -127.85861        6.6134186        2.1041484       -6.2638216       -14.411268
             -5.6            -38.4               20       -15.422748       -146.59515        3.2256436        1.9750561       -1.6940663       -11.921039
             -4.8            -38.4               20        20.274021       -149.82411       0.16689664         3.251368        2.3111768       -12.502289
               -4            -38.4               20         55.35302       -145.39757      -0.15972918         2.511447        3.7911618       -10.829725
             -3.2            -38.4               20         79.90033       -136.02357      -0.14890249      -0.24683657        5.3606801       -6.5043216
             -2.4            -38.4               20        96.671646       -123.86828      -0.22102752      -0.59434152        5.8040118       -5.4305677
             -1.6            -38.4               20        108.38588       -114.31147      0.046429325      -0.48124468        4.1026301       -3.4350069
             -0.8            -38.4               20         115.3618       -107.39426      -0.09072122     -0.092656516        3.1869297       -1.8374356
                0            -38.4               20        118.56725       -104.13692                0                0                0                0
              0.8            -38.4               20         115.3618       -107.39426       0.09072122      0.092656516       -3.1869297        1.8374356
              1.6            -38.4               20        108.38588       -114.31147     -0.046429325       0.48124468       -4.1026301        3.4350069
              2.4            -38.4               20        96.671646       -123.86828       0.22102752       0.59434152       -5.8040118        5.4305677
              3.2            -38.4               20         79.90033       -136.02357       0.14890249       0.24683657       -5.3606801        6.5043216
                4            -38.4               20         55.35302       -145.39757       0.15972918        -2.511447       -3.7911618        10.829725
              4.8            -38.4               20        20.274021       -149.82411      -0.16689664        -3.251368       -2.3111768        12.502289
              5.6            -38.4               20       -15.422748       -146.59515       -3.2256436       -1.9750561        1.6940663        11.921039
              6.4            -38.4               20       -51.890518       -127.85861       -6.6134186       -2.1041484        6.2638216        14.411268
              7.2            -38.4               20       -84.696068       -94.984497        -7.485312        1.2749472        10.670287        10.803482
                8            -38.4               20       -101.22698       -52.652184       -8.2752657        5.0478239        14.513269        6.6724372
              8.8            -38.4               20       -101.57612       -3.8366404       -7.9887295        8.7439432        15.221338        1.3977884
              9.6            -38.4               20       -78.015427        37.187027       -4.2618713        14.837111        11.642768       -9.0587873
             10.4            -38.4               20       -34.266495        58.594711        1.3152157        16.862537        4.0868149       -11.608741
             11.2            -38.4               20        11.073296        52.985477         9.823719        16.286295       -5.9830976        -10.02754
               12            -38.4               20        42.048595        17.315554        18.245169          10.7794       -12.146311       -1.3224411
             12.8            -38.4               20        35.013638       -27.180458         21.19989       -1.7700657       -9.1130657         14.44702
             13.6            -38.4               20       -8.9051456       -54.086826        17.397522       -12.405663        2.4835739        19.091208
             14.4            -38.4               20        -60.00201       -38.859112        4.4113264       -17.800493        21.411304        14.128968
             15.2            -38.4               20       -82.254494        24.885033       -7.9129462       -13.069182         32.31036       -4.0244985
               16            -38.4               20       -43.880627        90.262093       -9.1339483       -1.1642315        21.466932       -30.230551
             16.8            -38.4               20        39.956356        104.29785        -2.816072        4.1961288        -4.599009       -39.337872
             17.6            -38.4               20          109.304        46.224499        6.2396345      -0.41548213       -34.885345       -25.650133
             18.4            -38.4               20        107.81521       -54.971764        3.9839346       -10.407245       -44.591705        7.2352753
             19.2            -38.4               20         28.66647        -115.9921       -11.758213       -12.964828       -21.543041        37.745213
               20            -38.4               20       -63.044636       -87.487656       -21.063669        2.1254225        13.791864        36.065269
             20.8            -38.4               20       -85.598778       -2.1329579       -12.587433        22.945572        34.415638        7.9215994
             21.6            -38.4               20       -31.623621        54.664242        13.397486        25.624945        17.878124       -16.502663
             22.4            -38.4               20        20.897249        24.086645        33.305817        2.0363801       -11.272017       -13.314398
             23.2            -38.4               20        1.7401824       -31.411266        18.902828       -27.936903       -6.4096122        10.357488
               24            -38.4               20       -58.681808       -8.9523687       -15.994436       -30.930496        21.710859        12.246402
             24.8            -38.4               20       -50.537292        73.411011       -31.637939        1.1681252        25.141935       -25.514088
             25.6            -38.4               20        52.399578        92.303909       -10.706333        25.430426       -16.078041       -45.522274
             26.4            -38.4               20        114.51291       -5.1120505        15.642377        10.260241       -53.517887       -2.9709628
             27.2            -38.4               20        37.424637       -98.557739        7.1799822       -11.012929       -24.345993        49.879227
               28            -38.4               20       -69.937202       -55.129528       -14.861303       0.77413279        36.968571         39.17429
             28.8            -38.4               20       -55.334526        45.464401         2.051116        23.257418        37.751438       -20.298872
             29.6            -38.4               20        30.280821        36.297764        32.663349        3.3047833       -11.361542       -34.150517
             30.4            -38.4               20        26.402761       -31.943939        10.170311       -36.005463        -17.93515        8.2690582
