           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
             38.4              -40               20       -11.857598        28.775629       -22.603222        13.515047        4.6593957       -25.994673
             39.2              -40               20        39.722755       -6.4632154        7.5517259        17.280025       -28.414202         -15.1273
               40              -40               20        12.711351       -52.415092        10.033156       -10.239143       -14.566443         34.63916
              -40            -39.2               20        38.551498        16.278315       -9.0047235       -13.878981        25.374102        13.805159
            -39.2            -39.2               20       -9.6711559        30.895145          23.3953       -13.015167       -16.923853        20.409534
            -38.4            -39.2               20       -34.274052       -25.536289        26.351643        24.004202       -17.703304       -11.565141
            -37.6            -39.2               20        14.209088       -41.013756       -18.067368        37.012665        22.696014       -11.670914
            -36.8            -39.2               20        36.709026        25.708065       -43.007011       -4.2001801        20.507711        23.406906
              -36            -39.2               20       -22.996374        55.697739       -11.387936       -42.568913       -29.580391        22.391144
            -35.2            -39.2               20       -65.794952       -15.739476        27.588295        -25.48815       -40.204849       -26.458202
            -34.4            -39.2               20       -4.5908289       -81.386818        24.376873        16.228861        14.266998       -47.952492
            -33.6            -39.2               20        81.484367       -37.942223       -1.9304228        23.924706        52.912506        -3.421505
            -32.8            -39.2               20        68.805962        53.720047       -8.9967794      -0.21731758        20.610609         46.52496
              -32            -39.2               20       -21.286251        70.512077        3.9712031       -9.5966215       -32.098953        32.930233
            -31.2            -39.2               20       -60.272018        6.3418832        6.5568428        7.1647673       -32.195656       -19.581892
            -30.4            -39.2               20       -9.9808969       -36.074562       -9.4237833        15.049586        9.9288845       -32.168171
            -29.6            -39.2               20        33.267807       -2.3658419       -20.224611       -2.8877997        27.900486        8.2849369
            -28.8            -39.2               20       -3.1113992        44.966019       -7.5026183       -21.564774       -2.1206985        35.907822
              -28            -39.2               20       -65.076363        22.349426        17.015329       -16.472612       -37.210411        7.1907368
            -27.2            -39.2               20       -57.432674       -56.557495        24.607107        5.4311409       -27.051746       -40.801395
            -26.4            -39.2               20        27.010933       -94.252251        5.9847317        20.551426         23.03397       -46.499153
            -25.6            -39.2               20        102.97636       -33.411308       -15.177809        15.184596        55.806862       -1.3754721
            -24.8            -39.2               20        90.501137        68.254585       -15.374161       -2.7614794        32.461349        46.441589
              -24            -39.2               20       -1.9485893        111.21841      -0.77109015       -13.204681       -20.040554        52.232052
            -23.2            -39.2               20       -90.175056        62.578526        10.157999       -5.1764579        -49.51384        14.689607
            -22.4            -39.2               20       -99.935249       -26.981461        7.9131947        11.036945       -35.310886       -29.755051
            -21.6            -39.2               20       -35.349499       -81.250961       -6.7225504        16.410034        3.3901665       -40.861408
            -20.8            -39.2               20        36.643166       -62.095367       -21.569958        5.5182695         30.43701       -14.739119
              -20            -39.2               20        57.474335       0.90373135        -21.86318       -11.848978        23.959541        16.477373
            -19.2            -39.2               20        20.659971        44.030293       -8.0194187       -25.417158       -5.9894147        26.703091
            -18.4            -39.2               20       -37.802513        31.672886        8.8350563       -28.010227       -30.666721        11.930587
            -17.6            -39.2               20       -66.888741       -23.026657        21.990669       -16.929926       -29.568644       -18.576134
            -16.8            -39.2               20       -37.357964       -80.933022         27.83404      -0.60918736       -5.7331514       -41.661686
              -16            -39.2               20        32.818233       -104.24304        23.419407        11.562037        23.128277       -38.419861
            -15.2            -39.2               20        103.15958       -75.900444        12.320125        19.631306        43.272583       -15.835216
            -14.4            -39.2               20        144.21069       -6.8962917        1.9025178        22.131239        47.040062        11.214607
            -13.6            -39.2               20        138.58369        73.520905       -5.0866814        16.497871        32.279827        35.298973
            -12.8            -39.2               20        86.097168        136.23431       -8.8563643        9.7457438        8.7635059        47.178379
              -12            -39.2               20        10.900441         163.9803       -8.3328419        7.1715689       -12.323359        42.544189
            -11.2            -39.2               20       -60.534798         152.4953       -5.2985897        5.9151134        -28.52603        29.523487
            -10.4            -39.2               20       -114.35362        110.37919         -4.77982        6.2648363       -36.734932        14.250113
             -9.6            -39.2               20       -141.37749        54.859322       -7.2254777         8.726325       -35.120415       -1.9222258
             -8.8            -39.2               20       -140.53278      0.038061142       -9.4882851        9.3256626       -29.478821       -14.267838
               -8            -39.2               20       -121.35263        -45.71727       -11.948351        7.6462722       -21.651285       -20.578854
             -7.2            -39.2               20        -91.93206       -75.579659       -15.238676        5.3585916       -10.694646       -23.481638
             -6.4            -39.2               20        -57.92329       -88.798965       -16.635456         2.120753       -2.2177184       -23.121044
             -5.6            -39.2               20       -26.540339       -90.652245        -15.71725      -0.63895977        2.6545517       -19.432182
             -4.8            -39.2               20      -0.80521041       -84.466011       -14.130418       -2.3093562        7.1215968        -15.14773
               -4            -39.2               20        18.902016       -74.366989       -11.324894       -4.4446235        7.5505819       -11.207479
             -3.2            -39.2               20        31.549732        -66.10498         -8.36131       -5.4433517        5.0019984       -7.5608578
             -2.4            -39.2               20        40.295223       -58.911179       -6.9831905       -3.8799696        5.5554919       -5.2926922
             -1.6            -39.2               20         47.94519       -51.235775       -4.7574296       -2.4603605        4.9477115       -3.5673716
             -0.8            -39.2               20        51.919399       -47.163914       -1.4209291       -1.8324407         1.064419        -1.476301
                0            -39.2               20        52.461021       -46.730446                0                0                0                0
              0.8            -39.2               20        51.919399       -47.163914        1.4209291        1.8324407        -1.064419         1.476301
              1.6            -39.2               20         47.94519       -51.235775        4.7574296        2.4603605       -4.9477115        3.5673716
              2.4            -39.2               20        40.295223       -58.911179        6.9831905        3.8799696       -5.5554919        5.2926922
              3.2            -39.2               20        31.549732        -66.10498          8.36131        5.4433517       -5.0019984        7.5608578
                4            -39.2               20        18.902016       -74.366989        11.324894        4.4446235       -7.5505819        11.207479
              4.8            -39.2               20      -0.80521041       -84.466011        14.130418        2.3093562       -7.1215968         15.14773
              5.6            -39.2               20       -26.540339       -90.652245         15.71725       0.63895977       -2.6545517        19.432182
              6.4            -39.2               20        -57.92329       -88.798965        16.635456        -2.120753        2.2177184        23.121044
              7.2            -39.2               20        -91.93206       -75.579659        15.238676       -5.3585916        10.694646        23.481638
                8            -39.2               20       -121.35263        -45.71727        11.948351       -7.6462722        21.651285        20.578854
              8.8            -39.2               20       -140.53278      0.038061142        9.4882851       -9.3256626        29.478821        14.267838
              9.6            -39.2               20       -141.37749        54.859322        7.2254777        -8.726325        35.120415        1.9222258
             10.4            -39.2               20       -114.35362        110.37919          4.77982       -6.2648363        36.734932       -14.250113
             11.2            -39.2               20       -60.534798         152.4953        5.2985897       -5.9151134         28.52603       -29.523487
               12            -39.2               20        10.900441         163.9803        8.3328419       -7.1715689        12.323359       -42.544189
             12.8            -39.2               20        86.097168        136.23431        8.8563643       -9.7457438       -8.7635059       -47.178379
             13.6            -39.2               20        138.58369        73.520905        5.0866814       -16.497871       -32.279827       -35.298973
             14.4            -39.2               20        144.21069       -6.8962917       -1.9025178       -22.131239       -47.040062       -11.214607
             15.2            -39.2               20        103.15958       -75.900444       -12.320125       -19.631306       -43.272583        15.835216
               16            -39.2               20        32.818233       -104.24304       -23.419407       -11.562037       -23.128277        38.419861
             16.8            -39.2               20       -37.357964       -80.933022        -27.83404       0.60918736        5.7331514        41.661686
             17.6            -39.2               20       -66.888741       -23.026657       -21.990669        16.929926        29.568644        18.576134
             18.4            -39.2               20       -37.802513        31.672886       -8.8350563        28.010227        30.666721       -11.930587
             19.2            -39.2               20        20.659971        44.030293        8.0194187        25.417158        5.9894147       -26.703091
               20            -39.2               20        57.474335       0.90373135         21.86318        11.848978       -23.959541       -16.477373
             20.8            -39.2               20        36.643166       -62.095367        21.569958       -5.5182695        -30.43701        14.739119
             21.6            -39.2               20       -35.349499       -81.250961        6.7225504       -16.410034       -3.3901665        40.861408
             22.4            -39.2               20       -99.935249       -26.981461       -7.9131947       -11.036945        35.310886        29.755051
             23.2            -39.2               20       -90.175056        62.578526       -10.157999        5.1764579         49.51384       -14.689607
               24            -39.2               20       -1.9485893        111.21841       0.77109015        13.204681        20.040554       -52.232052
             24.8            -39.2               20        90.501137        68.254585        15.374161        2.7614794       -32.461349       -46.441589
             25.6            -39.2               20        102.97636       -33.411308        15.177809       -15.184596       -55.806862        1.3754721
             26.4            -39.2               20        27.010933       -94.252251       -5.9847317       -20.551426        -23.03397        46.499153
             27.2            -39.2               20       -57.432674       -56.557495       -24.607107       -5.4311409        27.051746        40.801395
               28            -39.2               20       -65.076363        22.349426       -17.015329        16.472612        37.210411       -7.1907368
             28.8            -39.2               20       -3.1113992        44.966019        7.5026183        21.564774        2.1206985       -35.907822
             29.6            -39.2               20        33.267807       -2.3658419        20.224611        2.8877997       -27.900486       -8.2849369
             30.4            -39.2               20       -9.9808969       -36.074562        9.4237833       -15.049586       -9.9288845        32.168171
             31.2            -39.2               20       -60.272018        6.3418832       -6.5568428       -7.1647673        32.195656        19.581892
               32            -39.2               20       -21.286251        70.512077       -3.9712031        9.5966215        32.098953       -32.930233
             32.8            -39.2               20        68.805962        53.720047        8.9967794       0.21731758       -20.610609        -46.52496
             33.6            -39.2               20        81.484367       -37.942223        1.9304228       -23.924706       -52.912506         3.421505
             34.4            -39.2               20       -4.5908289       -81.386818       -24.376873       -16.228861       -14.266998        47.952492
             35.2            -39.2               20       -65.794952       -15.739476       -27.588295         25.48815        40.204849        26.458202
               36            -39.2               20       -22.996374        55.697739        11.387936        42.568913        29.580391       -22.391144
             36.8            -39.2               20        36.709026        25.708065        43.007011        4.2001801       -20.507711       -23.406906
             37.6            -39.2               20        14.209088       -41.013756        18.067368       -37.012665       -22.696014        11.670914
             38.4            -39.2               20       -34.274052       -25.536289       -26.351643       -24.004202        17.703304        11.565141
             39.2            -39.2               20       -9.6711559        30.895145         -23.3953        13.015167        16.923853       -20.409534
               40            -39.2               20        38.551498        16.278315        9.0047235        13.878981       -25.374102       -13.805159
              -40            -38.4               20       -6.2145281        35.038326        23.338121       -18.498549        -6.161757        23.610729
            -39.2            -38.4               20       -25.851833       -5.4064479        27.451702        26.516005       -18.421917       -11.476769
            -38.4            -38.4               20        20.172382       -31.723501       -15.936902        38.969131        10.639654       -12.179005
            -37.6            -38.4               20        31.449867        16.238501       -40.769978       -5.7640162        12.195944        27.171949
            -36.8            -38.4               20       -38.006767        42.171177       -8.7716551       -38.484833       -26.126181        23.328251
              -36            -38.4               20       -71.521683       -23.710148        27.110834       -16.723045        -31.18943       -33.565155
            -35.2            -38.4               20        5.7954721       -83.306297        16.601768        14.587457        20.754379        -51.75367
            -34.4            -38.4               20        90.376526       -30.942139       -10.489422        10.406015         53.01128        4.1393151
            -33.6            -38.4               20        64.967545        64.715469       -6.1310449       -7.2423048        14.136658        51.936928
            -32.8            -38.4               20       -24.156559        71.562935        15.995973       -1.7205429       -38.369934        27.722086
              -32            -38.4               20       -54.063217       -1.3793468        11.763514        17.051514        -30.31078       -22.723492
            -31.2            -38.4               20       -8.2086105       -33.567081       -17.061474        14.906039        16.802425       -25.584322
            -30.4            -38.4               20        20.094707        9.6027288       -26.108763       -10.388685        24.916611        12.474798
            -29.6            -38.4               20       -19.251671         36.11562      -0.80196595       -25.993328       -16.625086        26.390881
            -28.8            -38.4               20       -60.978825       -14.428232        23.869621       -11.194504       -39.041031       -8.2116365
              -28            -38.4               20       -23.461407       -78.151176          18.9765        15.670373       -3.0849288       -44.732861
            -27.2            -38.4               20        67.984619       -62.772392       -3.9404392        22.408356        46.310799       -30.452864
            -26.4            -38.4               20        106.74156        28.992474       -17.779865        4.0462608        49.068104        24.612038
            -25.6            -38.4               20        40.115059        107.34938       -9.9796419       -13.707006        2.3904228        58.681694
            -24.8            -38.4               20       -65.296036        94.587128         8.298975       -9.5839548        -44.70055        34.314919
              -24            -38.4               20        -109.6435         4.596416        14.033352        7.8718858       -48.510155       -16.600758
            -23.2            -38.4               20       -66.454384       -75.582169      -0.89450717        17.787258       -11.727365       -41.150913
            -22.4            -38.4               20        10.415174       -80.047729        -20.35544        10.994584        25.057915       -25.334568
            -21.6            -38.4               20        50.102234       -24.999243       -25.199682       -8.4171686        26.840952        7.6755419
            -20.8            -38.4               20        25.069252        23.422302       -12.040346       -26.462067       -1.4788156        24.454649
              -20            -38.4               20       -26.168898        19.020714        8.8330326       -28.141916       -25.868073        7.6237001
            -19.2            -38.4               20       -41.817406       -31.468294        24.420918       -14.483582         -24.1119       -25.363129
            -18.4            -38.4               20       -1.2810133       -83.366943        26.812191        1.8886386        1.4564625       -42.060181
            -17.6            -38.4               20        68.771713       -87.815384        17.223484        14.038928        36.186562       -29.991453
            -16.8            -38.4               20         126.8362       -29.476698        5.0315824        18.906151        55.341801       0.98514342
              -16            -38.4               20         137.3192        58.837921       -2.4882178        14.807745         42.66687        33.617836
            -15.2            -38.4               20        89.948029        131.16597       -6.0784526         7.751214        12.115706        52.214024
            -14.4            -38.4               20        8.3210831        162.62726       -6.0536451        4.0360551       -16.578554        49.607609
            -13.6            -38.4               20        -72.81073        145.10959       -1.8899357        3.0627332       -38.089119        30.539295
            -12.8            -38.4               20       -128.64598        86.782555       0.72103864        4.6058745        -45.82045        6.3387709
              -12            -38.4               20       -145.78967        15.280562        -1.592214        8.8249702       -36.963676       -14.241182
            -11.2            -38.4               20       -124.80836       -44.873447        -5.522789        11.675129       -22.326361       -27.140797
            -10.4            -38.4               20       -81.027771       -83.212799       -10.662148        10.627665       -7.7920675        -30.26894
             -9.6            -38.4               20       -32.444321        -93.73188       -16.421137        6.9521213         6.412241       -25.726145
             -8.8            -38.4               20        9.0775099        -80.19577       -18.333363        1.6544836        14.520382       -18.191521
               -8            -38.4               20        35.618267       -55.390808       -16.893354       -3.9970243        16.309439       -8.8818913
             -7.2            -38.4               20        44.319988       -26.434393       -15.230742       -8.2500553        16.705702       0.28560174
             -6.4            -38.4               20         39.97324        1.9382929       -12.626529       -10.459123        14.235677        5.2304058
             -5.6            -38.4               20        28.823483        23.275219         -9.38029       -10.730681        9.2245569        7.5482721
             -4.8            -38.4               20        13.507856        37.513912       -6.6087332       -10.061999        5.6973476        9.5870705
               -4            -38.4               20       -2.9004576        46.088245       -3.5402756       -9.4559212        2.5592058        8.5062389
             -3.2            -38.4               20       -16.442192        48.195255       -1.6596121       -8.5044794      -0.17721547        5.5593853
             -2.4            -38.4               20       -26.629845         48.54314       -2.0323346       -6.6003718       0.14658573        4.5933623
             -1.6            -38.4               20       -33.839252        50.723747       -1.5080802       -3.9762554        0.6422264        3.1086133
             -0.8            -38.4               20       -36.921555        51.136425       0.13923658       -1.5602028      -0.39769697       0.40709168
                0            -38.4               20       -37.286247        50.228947                0                0                0                0
              0.8            -38.4               20       -36.921555        51.136425      -0.13923658        1.5602028       0.39769697      -0.40709168
              1.6            -38.4               20       -33.839252        50.723747        1.5080802        3.9762554       -0.6422264       -3.1086133
              2.4            -38.4               20       -26.629845         48.54314        2.0323346        6.6003718      -0.14658573       -4.5933623
              3.2            -38.4               20       -16.442192        48.195255        1.6596121        8.5044794       0.17721547       -5.5593853
                4            -38.4               20       -2.9004576        46.088245        3.5402756        9.4559212       -2.5592058       -8.5062389
              4.8            -38.4               20        13.507856        37.513912        6.6087332        10.061999       -5.6973476       -9.5870705
              5.6            -38.4               20        28.823483        23.275219          9.38029        10.730681       -9.2245569       -7.5482721
              6.4            -38.4               20         39.97324        1.9382929        12.626529        10.459123       -14.235677       -5.2304058
              7.2            -38.4               20        44.319988       -26.434393        15.230742        8.2500553       -16.705702      -0.28560174
                8            -38.4               20        35.618267       -55.390808        16.893354        3.9970243       -16.309439        8.8818913
              8.8            -38.4               20        9.0775099        -80.19577        18.333363       -1.6544836       -14.520382        18.191521
              9.6            -38.4               20       -32.444321        -93.73188        16.421137       -6.9521213        -6.412241        25.726145
             10.4            -38.4               20       -81.027771       -83.212799        10.662148       -10.627665        7.7920675         30.26894
             11.2            -38.4               20       -124.80836       -44.873447         5.522789       -11.675129        22.326361        27.140797
               12            -38.4               20       -145.78967        15.280562         1.592214       -8.8249702        36.963676        14.241182
             12.8            -38.4               20       -128.64598        86.782555      -0.72103864       -4.6058745         45.82045       -6.3387709
             13.6            -38.4               20        -72.81073        145.10959        1.8899357       -3.0627332        38.089119       -30.539295
             14.4            -38.4               20        8.3210831        162.62726        6.0536451       -4.0360551        16.578554       -49.607609
             15.2            -38.4               20        89.948029        131.16597        6.0784526        -7.751214       -12.115706       -52.214024
               16            -38.4               20         137.3192        58.837921        2.4882178       -14.807745        -42.66687       -33.617836
             16.8            -38.4               20         126.8362       -29.476698       -5.0315824       -18.906151       -55.341801      -0.98514342
             17.6            -38.4               20        68.771713       -87.815384       -17.223484       -14.038928       -36.186562        29.991453
             18.4            -38.4               20       -1.2810133       -83.366943       -26.812191       -1.8886386       -1.4564625        42.060181
             19.2            -38.4               20       -41.817406       -31.468294       -24.420918        14.483582          24.1119        25.363129
               20            -38.4               20       -26.168898        19.020714       -8.8330326        28.141916        25.868073       -7.6237001
             20.8            -38.4               20        25.069252        23.422302        12.040346        26.462067        1.4788156       -24.454649
             21.6            -38.4               20        50.102234       -24.999243        25.199682        8.4171686       -26.840952       -7.6755419
             22.4            -38.4               20        10.415174       -80.047729         20.35544       -10.994584       -25.057915        25.334568
             23.2            -38.4               20       -66.454384       -75.582169       0.89450717       -17.787258        11.727365        41.150913
               24            -38.4               20        -109.6435         4.596416       -14.033352       -7.8718858        48.510155        16.600758
             24.8            -38.4               20       -65.296036        94.587128        -8.298975        9.5839548         44.70055       -34.314919
             25.6            -38.4               20        40.115059        107.34938        9.9796419        13.707006       -2.3904228       -58.681694
             26.4            -38.4               20        106.74156        28.992474        17.779865       -4.0462608       -49.068104       -24.612038
             27.2            -38.4               20        67.984619       -62.772392        3.9404392       -22.408356       -46.310799        30.452864
               28            -38.4               20       -23.461407       -78.151176         -18.9765       -15.670373        3.0849288        44.732861
             28.8            -38.4               20       -60.978825       -14.428232       -23.869621        11.194504        39.041031        8.2116365
             29.6            -38.4               20       -19.251671         36.11562       0.80196595        25.993328        16.625086       -26.390881
             30.4            -38.4               20        20.094707        9.6027288        26.108763        10.388685       -24.916611       -12.474798
