Hz, dB, Deg.
4.07840843294329e+006, 4.04051483337767e+001, 6.63691956408245e+001
4.07940853285329e+006, 4.03919747128104e+001, 6.63215712653427e+001
4.08040863276328e+006, 4.03788038625808e+001, 6.62739665410615e+001
4.08140873267327e+006, 4.03656357821077e+001, 6.62263814516343e+001
4.08240883258326e+006, 4.03524704704106e+001, 6.61788159807322e+001
4.08340893249325e+006, 4.03393079265093e+001, 6.61312701120447e+001
4.08440903240324e+006, 4.03261481494234e+001, 6.60837438292791e+001
4.08540913231323e+006, 4.03129911381725e+001, 6.60362371161609e+001
4.08640923222322e+006, 4.02998368917764e+001, 6.59887499564337e+001
4.08740933213321e+006, 4.02866854092547e+001, 6.59412823338590e+001
4.08840943204320e+006, 4.02735366896269e+001, 6.58938342322163e+001
4.08940953195320e+006, 4.02603907319126e+001, 6.58464056353032e+001
4.09040963186319e+006, 4.02472475351315e+001, 6.57989965269350e+001
4.09140973177318e+006, 4.02341070983031e+001, 6.57516068909451e+001
4.09240983168317e+006, 4.02209694204470e+001, 6.57042367111847e+001
4.09340993159316e+006, 4.02078345005828e+001, 6.56568859715231e+001
4.09441003150315e+006, 4.01947023377301e+001, 6.56095546558470e+001
4.09541013141314e+006, 4.01815729309085e+001, 6.55622427480614e+001
4.09641023132313e+006, 4.01684462791375e+001, 6.55149502320888e+001
4.09741033123312e+006, 4.01553223814367e+001, 6.54676770918696e+001
4.09841043114311e+006, 4.01422012368257e+001, 6.54204233113620e+001
4.09941053105311e+006, 4.01290828443240e+001, 6.53731888745418e+001
4.10041063096310e+006, 4.01159672029513e+001, 6.53259737654026e+001
4.10141073087309e+006, 4.01028543117272e+001, 6.52787779679556e+001
4.10241083078308e+006, 4.00897441696712e+001, 6.52316014662299e+001
4.10341093069307e+006, 4.00766367758031e+001, 6.51844442442721e+001
4.10441103060306e+006, 4.00635321291423e+001, 6.51373062861462e+001
4.10541113051305e+006, 4.00504302287086e+001, 6.50901875759342e+001
4.10641123042304e+006, 4.00373310735216e+001, 6.50430880977354e+001
4.10741133033303e+006, 4.00242346626009e+001, 6.49960078356668e+001
4.10841143024302e+006, 4.00111409949663e+001, 6.49489467738629e+001
4.10941153015302e+006, 3.99980500696375e+001, 6.49019048964757e+001
4.11041163006301e+006, 3.99849618856341e+001, 6.48548821876745e+001
4.11141172997300e+006, 3.99718764419760e+001, 6.48078786316464e+001
4.11241182988299e+006, 3.99587937376828e+001, 6.47608942125958e+001
4.11341192979298e+006, 3.99457137717744e+001, 6.47139289147445e+001
4.11441202970297e+006, 3.99326365432705e+001, 6.46669827223316e+001
4.11541212961296e+006, 3.99195620511910e+001, 6.46200556196138e+001
4.11641222952295e+006, 3.99064902945558e+001, 6.45731475908649e+001
4.11741232943294e+006, 3.98934212723847e+001, 6.45262586203764e+001
4.11841242934293e+006, 3.98803549836976e+001, 6.44793886924566e+001
4.11941252925293e+006, 3.98672914275146e+001, 6.44325377914316e+001
4.12041262916292e+006, 3.98542306028555e+001, 6.43857059016444e+001
4.12141272907291e+006, 3.98411725087404e+001, 6.43388930074554e+001
4.12241282898290e+006, 3.98281171441893e+001, 6.42920990932423e+001
4.12341292889289e+006, 3.98150645082224e+001, 6.42453241433997e+001
4.12441302880288e+006, 3.98020145998596e+001, 6.41985681423398e+001
4.12541312871287e+006, 3.97889674181212e+001, 6.41518310744915e+001
4.12641322862286e+006, 3.97759229620274e+001, 6.41051129243012e+001
4.12741332853285e+006, 3.97628812305983e+001, 6.40584136762323e+001
4.12841342844284e+006, 3.97498422228543e+001, 6.40117333147652e+001
4.12941352835284e+006, 3.97368059378156e+001, 6.39650718243975e+001
4.13041362826283e+006, 3.97237723745027e+001, 6.39184291896437e+001
4.13141372817282e+006, 3.97107415319359e+001, 6.38718053950355e+001
4.13241382808281e+006, 3.96977134091357e+001, 6.38252004251215e+001
4.13341392799280e+006, 3.96846880051225e+001, 6.37786142644672e+001
4.13441402790279e+006, 3.96716653189170e+001, 6.37320468976552e+001
4.13541412781278e+006, 3.96586453495396e+001, 6.36854983092850e+001
4.13641422772277e+006, 3.96456280960111e+001, 6.36389684839731e+001
4.13741432763276e+006, 3.96326135573522e+001, 6.35924574063526e+001
4.13841442754275e+006, 3.96196017325835e+001, 6.35459650610739e+001
4.13941452745275e+006, 3.96065926207259e+001, 6.34994914328038e+001
4.14041462736274e+006, 3.95935862208003e+001, 6.34530365062264e+001
4.14141472727273e+006, 3.95805825318275e+001, 6.34066002660422e+001
4.14241482718272e+006, 3.95675815528286e+001, 6.33601826969687e+001
4.14341492709271e+006, 3.95545832828245e+001, 6.33137837837401e+001
4.14441502700270e+006, 3.95415877208364e+001, 6.32674035111074e+001
4.14541512691269e+006, 3.95285948658854e+001, 6.32210418638383e+001
4.14641522682268e+006, 3.95156047169928e+001, 6.31746988267171e+001
4.14741532673267e+006, 3.95026172731797e+001, 6.31283743845451e+001
4.14841542664266e+006, 3.94896325334676e+001, 6.30820685221398e+001
4.14941552655266e+006, 3.94766504968779e+001, 6.30357812243356e+001
4.15041562646265e+006, 3.94636711624320e+001, 6.29895124759836e+001
4.15141572637264e+006, 3.94506945291515e+001, 6.29432622619513e+001
4.15241582628263e+006, 3.94377205960580e+001, 6.28970305671230e+001
4.15341592619262e+006, 3.94247493621732e+001, 6.28508173763992e+001
4.15441602610261e+006, 3.94117808265188e+001, 6.28046226746973e+001
4.15541612601260e+006, 3.93988149881166e+001, 6.27584464469510e+001
4.15641622592259e+006, 3.93858518459886e+001, 6.27122886781105e+001
4.15741632583258e+006, 3.93728913991568e+001, 6.26661493531427e+001
4.15841642574257e+006, 3.93599336466432e+001, 6.26200284570306e+001
4.15941652565257e+006, 3.93469785874699e+001, 6.25739259747738e+001
4.16041662556256e+006, 3.93340262206591e+001, 6.25278418913884e+001
4.16141672547255e+006, 3.93210765452331e+001, 6.24817761919068e+001
4.16241682538254e+006, 3.93081295602144e+001, 6.24357288613776e+001
4.16341692529253e+006, 3.92951852646252e+001, 6.23896998848660e+001
4.16441702520252e+006, 3.92822436574883e+001, 6.23436892474535e+001
4.16541712511251e+006, 3.92693047378261e+001, 6.22976969342377e+001
4.16641722502250e+006, 3.92563685046614e+001, 6.22517229303327e+001
4.16741732493249e+006, 3.92434349570169e+001, 6.22057672208687e+001
4.16841742484248e+006, 3.92305040939157e+001, 6.21598297909922e+001
4.16941752475248e+006, 3.92175759143805e+001, 6.21139106258660e+001
4.17041762466247e+006, 3.92046504174344e+001, 6.20680097106690e+001
4.17141772457246e+006, 3.91917276021007e+001, 6.20221270305963e+001
4.17241782448245e+006, 3.91788074674024e+001, 6.19762625708592e+001
4.17341792439244e+006, 3.91658900123630e+001, 6.19304163166851e+001
4.17441802430243e+006, 3.91529752360059e+001, 6.18845882533174e+001
4.17541812421242e+006, 3.91400631373545e+001, 6.18387783660159e+001
4.17641822412241e+006, 3.91271537154325e+001, 6.17929866400563e+001
4.17741832403240e+006, 3.91142469692635e+001, 6.17472130607301e+001
4.17841842394239e+006, 3.91013428978714e+001, 6.17014576133454e+001
4.17941852385239e+006, 3.90884415002801e+001, 6.16557202832259e+001
4.18041862376238e+006, 3.90755427755135e+001, 6.16100010557112e+001
4.18141872367237e+006, 3.90626467225958e+001, 6.15642999161574e+001
4.18241882358236e+006, 3.90497533405512e+001, 6.15186168499360e+001
4.18341892349235e+006, 3.90368626284039e+001, 6.14729518424347e+001
4.18441902340234e+006, 3.90239745851784e+001, 6.14273048790571e+001
4.18541912331233e+006, 3.90110892098991e+001, 6.13816759452227e+001
4.18641922322232e+006, 3.89982065015907e+001, 6.13360650263668e+001
4.18741932313231e+006, 3.89853264592779e+001, 6.12904721079406e+001
4.18841942304230e+006, 3.89724490819856e+001, 6.12448971754111e+001
4.18941952295230e+006, 3.89595743687386e+001, 6.11993402142612e+001
4.19041962286229e+006, 3.89467023185620e+001, 6.11538012099895e+001
4.19141972277228e+006, 3.89338329304810e+001, 6.11082801481105e+001
4.19241982268227e+006, 3.89209662035208e+001, 6.10627770141542e+001
4.19341992259226e+006, 3.89081021367069e+001, 6.10172917936666e+001
4.19442002250225e+006, 3.88952407290646e+001, 6.09718244722092e+001
4.19542012241224e+006, 3.88823819796197e+001, 6.09263750353595e+001
4.19642022232223e+006, 3.88695258873978e+001, 6.08809434687102e+001
4.19742032223222e+006, 3.88566724514248e+001, 6.08355297578702e+001
4.19842042214221e+006, 3.88438216707266e+001, 6.07901338884636e+001
4.19942052205221e+006, 3.88309735443294e+001, 6.07447558461303e+001
4.20042062196220e+006, 3.88181280712593e+001, 6.06993956165257e+001
4.20142072187219e+006, 3.88052852505426e+001, 6.06540531853210e+001
4.20242082178218e+006, 3.87924450812057e+001, 6.06087285382027e+001
4.20342092169217e+006, 3.87796075622753e+001, 6.05634216608729e+001
4.20442102160216e+006, 3.87667726927780e+001, 6.05181325390493e+001
4.20542112151215e+006, 3.87539404717406e+001, 6.04728611584650e+001
4.20642122142214e+006, 3.87411108981900e+001, 6.04276075048687e+001
4.20742132133213e+006, 3.87282839711534e+001, 6.03823715640244e+001
4.20842142124212e+006, 3.87154596896578e+001, 6.03371533217115e+001
4.20942152115212e+006, 3.87026380527306e+001, 6.02919527637252e+001
4.21042162106211e+006, 3.86898190593993e+001, 6.02467698758756e+001
4.21142172097210e+006, 3.86770027086914e+001, 6.02016046439884e+001
4.21242182088209e+006, 3.86641889996346e+001, 6.01564570539048e+001
4.21342192079208e+006, 3.86513779312567e+001, 6.01113270914811e+001
4.21442202070207e+006, 3.86385695025858e+001, 6.00662147425891e+001
4.21542212061206e+006, 3.86257637126498e+001, 6.00211199931157e+001
4.21642222052205e+006, 3.86129605604771e+001, 5.99760428289633e+001
4.21742232043204e+006, 3.86001600450960e+001, 5.99309832360494e+001
4.21842242034203e+006, 3.85873621655350e+001, 5.98859412003067e+001
4.21942252025202e+006, 3.85745669208228e+001, 5.98409167076835e+001
4.22042262016202e+006, 3.85617743099882e+001, 5.97959097441428e+001
4.22142272007201e+006, 3.85489843320599e+001, 5.97509202956631e+001
4.22242281998200e+006, 3.85361969860672e+001, 5.97059483482379e+001
4.22342291989199e+006, 3.85234122710392e+001, 5.96609938878761e+001
4.22442301980198e+006, 3.85106301860053e+001, 5.96160569006014e+001
4.22542311971197e+006, 3.84978507299949e+001, 5.95711373724527e+001
4.22642321962196e+006, 3.84850739020377e+001, 5.95262352894842e+001
4.22742331953195e+006, 3.84722997011634e+001, 5.94813506377650e+001
4.22842341944194e+006, 3.84595281264019e+001, 5.94364834033792e+001
4.22942351935194e+006, 3.84467591767834e+001, 5.93916335724261e+001
4.23042361926193e+006, 3.84339928513380e+001, 5.93468011310197e+001
4.23142371917192e+006, 3.84212291490961e+001, 5.93019860652894e+001
4.23242381908191e+006, 3.84084680690882e+001, 5.92571883613794e+001
4.23342391899190e+006, 3.83957096103449e+001, 5.92124080054486e+001
4.23442401890189e+006, 3.83829537718970e+001, 5.91676449836714e+001
4.23542411881188e+006, 3.83702005527756e+001, 5.91228992822365e+001
4.23642421872187e+006, 3.83574499520117e+001, 5.90781708873479e+001
4.23742431863186e+006, 3.83447019686365e+001, 5.90334597852244e+001
4.23842441854185e+006, 3.83319566016815e+001, 5.89887659620996e+001
4.23942451845185e+006, 3.83192138501783e+001, 5.89440894042220e+001
4.24042461836184e+006, 3.83064737131586e+001, 5.88994300978549e+001
4.24142471827183e+006, 3.82937361896542e+001, 5.88547880292763e+001
4.24242481818182e+006, 3.82810012786972e+001, 5.88101631847792e+001
4.24342491809181e+006, 3.82682689793199e+001, 5.87655555506712e+001
4.24442501800180e+006, 3.82555392905545e+001, 5.87209651132748e+001
4.24542511791179e+006, 3.82428122114335e+001, 5.86763918589270e+001
4.24642521782178e+006, 3.82300877409897e+001, 5.86318357739797e+001
4.24742531773177e+006, 3.82173658782559e+001, 5.85872968447994e+001
4.24842541764176e+006, 3.82046466222651e+001, 5.85427750577675e+001
4.24942551755176e+006, 3.81919299720504e+001, 5.84982703992796e+001
4.25042561746175e+006, 3.81792159266451e+001, 5.84537828557464e+001
4.25142571737174e+006, 3.81665044850829e+001, 5.84093124135930e+001
4.25242581728173e+006, 3.81537956463972e+001, 5.83648590592591e+001
4.25342591719172e+006, 3.81410894096220e+001, 5.83204227791991e+001
4.25442601710171e+006, 3.81283857737912e+001, 5.82760035598817e+001
4.25542611701170e+006, 3.81156847379390e+001, 5.82316013877905e+001
4.25642621692169e+006, 3.81029863010997e+001, 5.81872162494233e+001
4.25742631683168e+006, 3.80902904623078e+001, 5.81428481312927e+001
4.25842641674167e+006, 3.80775972205979e+001, 5.80984970199255e+001
4.25942651665166e+006, 3.80649065750050e+001, 5.80541629018633e+001
4.26042661656166e+006, 3.80522185245640e+001, 5.80098457636618e+001
4.26142671647165e+006, 3.80395330683100e+001, 5.79655455918915e+001
4.26242681638164e+006, 3.80268502052785e+001, 5.79212623731370e+001
4.26342691629163e+006, 3.80141699345050e+001, 5.78769960939975e+001
4.26442701620162e+006, 3.80014922550251e+001, 5.78327467410865e+001
4.26542711611161e+006, 3.79888171658748e+001, 5.77885143010318e+001
4.26642721602160e+006, 3.79761446660902e+001, 5.77442987604757e+001
4.26742731593159e+006, 3.79634747547073e+001, 5.77001001060747e+001
4.26842741584158e+006, 3.79508074307627e+001, 5.76559183244998e+001
4.26942751575158e+006, 3.79381426932929e+001, 5.76117534024360e+001
4.27042761566157e+006, 3.79254805413347e+001, 5.75676053265827e+001
4.27142771557156e+006, 3.79128209739251e+001, 5.75234740836537e+001
4.27242781548155e+006, 3.79001639901012e+001, 5.74793596603769e+001
4.27342791539154e+006, 3.78875095889003e+001, 5.74352620434944e+001
4.27442801530153e+006, 3.78748577693598e+001, 5.73911812197626e+001
4.27542811521152e+006, 3.78622085305175e+001, 5.73471171759519e+001
4.27642821512151e+006, 3.78495618714113e+001, 5.73030698988471e+001
4.27742831503150e+006, 3.78369177910791e+001, 5.72590393752470e+001
4.27842841494149e+006, 3.78242762885592e+001, 5.72150255919646e+001
4.27942851485149e+006, 3.78116373628901e+001, 5.71710285358269e+001
4.28042861476148e+006, 3.77990010131103e+001, 5.71270481936751e+001
4.28142871467147e+006, 3.77863672382586e+001, 5.70830845523645e+001
4.28242881458146e+006, 3.77737360373740e+001, 5.70391375987644e+001
4.28342891449145e+006, 3.77611074094957e+001, 5.69952073197582e+001
4.28442901440144e+006, 3.77484813536630e+001, 5.69512937022432e+001
4.28542911431143e+006, 3.77358578689155e+001, 5.69073967331308e+001
4.28642921422142e+006, 3.77232369542929e+001, 5.68635163993463e+001
4.28742931413141e+006, 3.77106186088352e+001, 5.68196526878292e+001
4.28842941404140e+006, 3.76980028315825e+001, 5.67758055855327e+001
4.28942951395139e+006, 3.76853896215751e+001, 5.67319750794241e+001
4.29042961386139e+006, 3.76727789778535e+001, 5.66881611564845e+001
4.29142971377138e+006, 3.76601708994585e+001, 5.66443638037089e+001
4.29242981368137e+006, 3.76475653854309e+001, 5.66005830081064e+001
4.29342991359136e+006, 3.76349624348118e+001, 5.65568187566997e+001
4.29443001350135e+006, 3.76223620466426e+001, 5.65130710365255e+001
4.29543011341134e+006, 3.76097642199648e+001, 5.64693398346342e+001
4.29643021332133e+006, 3.75971689538199e+001, 5.64256251380901e+001
4.29743031323132e+006, 3.75845762472501e+001, 5.63819269339715e+001
4.29843041314131e+006, 3.75719860992972e+001, 5.63382452093700e+001
4.29943051305131e+006, 3.75593985090037e+001, 5.62945799513915e+001
4.30043061296130e+006, 3.75468134754120e+001, 5.62509311471552e+001
4.30143071287129e+006, 3.75342309975648e+001, 5.62072987837942e+001
4.30243081278128e+006, 3.75216510745050e+001, 5.61636828484555e+001
4.30343091269127e+006, 3.75090737052758e+001, 5.61200833282994e+001
4.30443101260126e+006, 3.74964988889204e+001, 5.60765002105003e+001
4.30543111251125e+006, 3.74839266244823e+001, 5.60329334822459e+001
4.30643121242124e+006, 3.74713569110053e+001, 5.59893831307377e+001
4.30743131233123e+006, 3.74587897475333e+001, 5.59458491431910e+001
4.30843141224122e+006, 3.74462251331104e+001, 5.59023315068343e+001
4.30943151215122e+006, 3.74336630667810e+001, 5.58588302089100e+001
4.31043161206121e+006, 3.74211035475896e+001, 5.58153452366740e+001
4.31143171197120e+006, 3.74085465745810e+001, 5.57718765773958e+001
4.31243181188119e+006, 3.73959921468000e+001, 5.57284242183583e+001
4.31343191179118e+006, 3.73834402632920e+001, 5.56849881468581e+001
4.31443201170117e+006, 3.73708909231023e+001, 5.56415683502051e+001
4.31543211161116e+006, 3.73583441252764e+001, 5.55981648157229e+001
4.31643221152115e+006, 3.73457998688603e+001, 5.55547775307484e+001
4.31743231143114e+006, 3.73332581528998e+001, 5.55114064826321e+001
4.31843241134113e+006, 3.73207189764413e+001, 5.54680516587378e+001
4.31943251125113e+006, 3.73081823385312e+001, 5.54247130464429e+001
4.32043261116112e+006, 3.72956482382161e+001, 5.53813906331380e+001
4.32143271107111e+006, 3.72831166745430e+001, 5.53380844062273e+001
4.32243281098110e+006, 3.72705876465589e+001, 5.52947943531281e+001
4.32343291089109e+006, 3.72580611533111e+001, 5.52515204612713e+001
4.32443301080108e+006, 3.72455371938472e+001, 5.52082627181010e+001
4.32543311071107e+006, 3.72330157672150e+001, 5.51650211110747e+001
4.32643321062106e+006, 3.72204968724622e+001, 5.51217956276632e+001
4.32743331053105e+006, 3.72079805086373e+001, 5.50785862553506e+001
4.32843341044104e+006, 3.71954666747884e+001, 5.50353929816340e+001
4.32943351035103e+006, 3.71829553699644e+001, 5.49922157940243e+001
4.33043361026103e+006, 3.71704465932140e+001, 5.49490546800451e+001
4.33143371017102e+006, 3.71579403435862e+001, 5.49059096272336e+001
4.33243381008101e+006, 3.71454366201304e+001, 5.48627806231399e+001
4.33343390999100e+006, 3.71329354218961e+001, 5.48196676553275e+001
4.33443400990099e+006, 3.71204367479330e+001, 5.47765707113731e+001
4.33543410981098e+006, 3.71079405972911e+001, 5.47334897788663e+001
4.33643420972097e+006, 3.70954469690205e+001, 5.46904248454102e+001
4.33743430963096e+006, 3.70829558621716e+001, 5.46473758986206e+001
4.33843440954095e+006, 3.70704672757951e+001, 5.46043429261268e+001
4.33943450945095e+006, 3.70579812089418e+001, 5.45613259155710e+001
4.34043460936094e+006, 3.70454976606629e+001, 5.45183248546085e+001
4.34143470927093e+006, 3.70330166300096e+001, 5.44753397309076e+001
4.34243480918092e+006, 3.70205381160334e+001, 5.44323705321497e+001
4.34343490909091e+006, 3.70080621177862e+001, 5.43894172460292e+001
4.34443500900090e+006, 3.69955886343199e+001, 5.43464798602537e+001
4.34543510891089e+006, 3.69831176646867e+001, 5.43035583625434e+001
4.34643520882088e+006, 3.69706492079392e+001, 5.42606527406318e+001
4.34743530873087e+006, 3.69581832631299e+001, 5.42177629822652e+001
4.34843540864086e+006, 3.69457198293119e+001, 5.41748890752030e+001
4.34943550855086e+006, 3.69332589055382e+001, 5.41320310072174e+001
4.35043560846085e+006, 3.69208004908623e+001, 5.40891887660934e+001
4.35143570837084e+006, 3.69083445843378e+001, 5.40463623396292e+001
4.35243580828083e+006, 3.68958911850185e+001, 5.40035517156357e+001
4.35343590819082e+006, 3.68834402919584e+001, 5.39607568819365e+001
4.35443600810081e+006, 3.68709919042120e+001, 5.39179778263684e+001
4.35543610801080e+006, 3.68585460208338e+001, 5.38752145367808e+001
4.35643620792079e+006, 3.68461026408786e+001, 5.38324670010360e+001
4.35743630783078e+006, 3.68336617634013e+001, 5.37897352070090e+001
4.35843640774077e+006, 3.68212233874573e+001, 5.37470191425877e+001
4.35943650765076e+006, 3.68087875121021e+001, 5.37043187956726e+001
4.36043660756076e+006, 3.67963541363914e+001, 5.36616341541773e+001
4.36143670747075e+006, 3.67839232593812e+001, 5.36189652060276e+001
4.36243680738074e+006, 3.67714948801276e+001, 5.35763119391626e+001
4.36343690729073e+006, 3.67590689976873e+001, 5.35336743415337e+001
4.36443700720072e+006, 3.67466456111168e+001, 5.34910524011051e+001
4.36543710711071e+006, 3.67342247194731e+001, 5.34484461058537e+001
4.36643720702070e+006, 3.67218063218135e+001, 5.34058554437690e+001
4.36743730693069e+006, 3.67093904171952e+001, 5.33632804028533e+001
4.36843740684068e+006, 3.66969770046760e+001, 5.33207209711213e+001
4.36943750675067e+006, 3.66845660833138e+001, 5.32781771366005e+001
4.37043760666067e+006, 3.66721576521668e+001, 5.32356488873308e+001
4.37143770657066e+006, 3.66597517102933e+001, 5.31931362113648e+001
4.37243780648065e+006, 3.66473482567520e+001, 5.31506390967678e+001
4.37343790639064e+006, 3.66349472906017e+001, 5.31081575316173e+001
4.37443800630063e+006, 3.66225488109017e+001, 5.30656915040037e+001
4.37543810621062e+006, 3.66101528167113e+001, 5.30232410020296e+001
4.37643820612061e+006, 3.65977593070900e+001, 5.29808060138103e+001
4.37743830603060e+006, 3.65853682810979e+001, 5.29383865274735e+001
4.37843840594059e+006, 3.65729797377950e+001, 5.28959825311594e+001
4.37943850585059e+006, 3.65605936762417e+001, 5.28535940130206e+001
4.38043860576058e+006, 3.65482100954986e+001, 5.28112209612223e+001
4.38143870567057e+006, 3.65358289946265e+001, 5.27688633639419e+001
4.38243880558056e+006, 3.65234503726867e+001, 5.27265212093694e+001
4.38343890549055e+006, 3.65110742287404e+001, 5.26841944857070e+001
4.38443900540054e+006, 3.64987005618493e+001, 5.26418831811695e+001
4.38543910531053e+006, 3.64863293710753e+001, 5.25995872839838e+001
4.38643920522052e+006, 3.64739606554804e+001, 5.25573067823894e+001
4.38743930513051e+006, 3.64615944141271e+001, 5.25150416646379e+001
4.38843940504050e+006, 3.64492306460779e+001, 5.24727919189934e+001
4.38943950495050e+006, 3.64368693503959e+001, 5.24305575337323e+001
4.39043960486049e+006, 3.64245105261440e+001, 5.23883384971430e+001
4.39143970477048e+006, 3.64121541723857e+001, 5.23461347975266e+001
4.39243980468047e+006, 3.63998002881847e+001, 5.23039464231961e+001
4.39343990459046e+006, 3.63874488726048e+001, 5.22617733624770e+001
4.39444000450045e+006, 3.63750999247102e+001, 5.22196156037067e+001
4.39544010441044e+006, 3.63627534435654e+001, 5.21774731352351e+001
4.39644020432043e+006, 3.63504094282349e+001, 5.21353459454243e+001
4.39744030423042e+006, 3.63380678777837e+001, 5.20932340226483e+001
4.39844040414041e+006, 3.63257287912770e+001, 5.20511373552935e+001
4.39944050405040e+006, 3.63133921677802e+001, 5.20090559317584e+001
4.40044060396040e+006, 3.63010580063591e+001, 5.19669897404536e+001
4.40144070387039e+006, 3.62887263060796e+001, 5.19249387698019e+001
4.40244080378038e+006, 3.62763970660079e+001, 5.18829030082380e+001
4.40344090369037e+006, 3.62640702852105e+001, 5.18408824442089e+001
4.40444100360036e+006, 3.62517459627541e+001, 5.17988770661736e+001
4.40544110351035e+006, 3.62394240977058e+001, 5.17568868626032e+001
4.40644120342034e+006, 3.62271046891328e+001, 5.17149118219806e+001
4.40744130333033e+006, 3.62147877361026e+001, 5.16729519328012e+001
4.40844140324032e+006, 3.62024732376831e+001, 5.16310071835718e+001
4.40944150315032e+006, 3.61901611929422e+001, 5.15890775628118e+001
4.41044160306031e+006, 3.61778516009484e+001, 5.15471630590523e+001
4.41144170297030e+006, 3.61655444607701e+001, 5.15052636608362e+001
4.41244180288029e+006, 3.61532397714762e+001, 5.14633793567187e+001
4.41344190279028e+006, 3.61409375321358e+001, 5.14215101352667e+001
4.41444200270027e+006, 3.61286377418184e+001, 5.13796559850591e+001
4.41544210261026e+006, 3.61163403995934e+001, 5.13378168946867e+001
4.41644220252025e+006, 3.61040455045310e+001, 5.12959928527522e+001
4.41744230243024e+006, 3.60917530557011e+001, 5.12541838478703e+001
4.41844240234023e+006, 3.60794630521743e+001, 5.12123898686672e+001
4.41944250225023e+006, 3.60671754930212e+001, 5.11706109037814e+001
4.42044260216022e+006, 3.60548903773128e+001, 5.11288469418630e+001
4.42144270207021e+006, 3.60426077041205e+001, 5.10870979715738e+001
4.42244280198020e+006, 3.60303274725156e+001, 5.10453639815878e+001
4.42344290189019e+006, 3.60180496815699e+001, 5.10036449605903e+001
4.42444300180018e+006, 3.60057743303556e+001, 5.09619408972788e+001
4.42544310171017e+006, 3.59935014179449e+001, 5.09202517803623e+001
4.42644320162016e+006, 3.59812309434104e+001, 5.08785775985617e+001
4.42744330153015e+006, 3.59689629058250e+001, 5.08369183406095e+001
4.42844340144014e+006, 3.59566973042618e+001, 5.07952739952500e+001
4.42944350135013e+006, 3.59444341377943e+001, 5.07536445512392e+001
4.43044360126013e+006, 3.59321734054960e+001, 5.07120299973448e+001
4.43144370117012e+006, 3.59199151064409e+001, 5.06704303223461e+001
4.43244380108011e+006, 3.59076592397033e+001, 5.06288455150342e+001
4.43344390099010e+006, 3.58954058043577e+001, 5.05872755642117e+001
4.43444400090009e+006, 3.58831547994787e+001, 5.05457204586929e+001
4.43544410081008e+006, 3.58709062241416e+001, 5.05041801873037e+001
4.43644420072007e+006, 3.58586600774215e+001, 5.04626547388817e+001
4.43744430063006e+006, 3.58464163583940e+001, 5.04211441022759e+001
4.43844440054005e+006, 3.58341750661351e+001, 5.03796482663471e+001
4.43944450045004e+006, 3.58219361997209e+001, 5.03381672199675e+001
4.44044460036004e+006, 3.58096997582278e+001, 5.02967009520208e+001
4.44144470027003e+006, 3.57974657407325e+001, 5.02552494514024e+001
4.44244480018002e+006, 3.57852341463119e+001, 5.02138127070191e+001
4.44344490009001e+006, 3.57730049740434e+001, 5.01723907077893e+001
4.44444500000000e+006, 3.57607782230044e+001, 5.01309834426427e+001
4.44544509990999e+006, 3.57485538922727e+001, 5.00895909005208e+001
4.44644519981998e+006, 3.57363319809265e+001, 5.00482130703763e+001
4.44744529972997e+006, 3.57241124880441e+001, 5.00068499411733e+001
4.44844539963996e+006, 3.57118954127041e+001, 4.99655015018875e+001
4.44944549954996e+006, 3.56996807539855e+001, 4.99241677415061e+001
4.45044559945995e+006, 3.56874685109675e+001, 4.98828486490274e+001
4.45144569936994e+006, 3.56752586827295e+001, 4.98415442134614e+001
4.45244579927993e+006, 3.56630512683513e+001, 4.98002544238292e+001
4.45344589918992e+006, 3.56508462669130e+001, 4.97589792691635e+001
4.45444599909991e+006, 3.56386436774949e+001, 4.97177187385082e+001
4.45544609900990e+006, 3.56264434991776e+001, 4.96764728209187e+001
4.45644619891989e+006, 3.56142457310419e+001, 4.96352415054614e+001
4.45744629882988e+006, 3.56020503721692e+001, 4.95940247812144e+001
4.45844639873987e+006, 3.55898574216407e+001, 4.95528226372668e+001
4.45944649864987e+006, 3.55776668785383e+001, 4.95116350627191e+001
4.46044659855986e+006, 3.55654787419440e+001, 4.94704620466831e+001
4.46144669846985e+006, 3.55532930109401e+001, 4.94293035782818e+001
4.46244679837984e+006, 3.55411096846092e+001, 4.93881596466493e+001
4.46344689828983e+006, 3.55289287620342e+001, 4.93470302409313e+001
4.46444699819982e+006, 3.55167502422982e+001, 4.93059153502842e+001
4.46544709810981e+006, 3.55045741244847e+001, 4.92648149638761e+001
4.46644719801980e+006, 3.54924004076774e+001, 4.92237290708859e+001
4.46744729792979e+006, 3.54802290909604e+001, 4.91826576605039e+001
4.46844739783978e+006, 3.54680601734179e+001, 4.91416007219314e+001
4.46944749774977e+006, 3.54558936541346e+001, 4.91005582443810e+001
4.47044759765977e+006, 3.54437295321953e+001, 4.90595302170764e+001
4.47144769756976e+006, 3.54315678066852e+001, 4.90185166292521e+001
4.47244779747975e+006, 3.54194084766899e+001, 4.89775174701542e+001
4.47344789738974e+006, 3.54072515412949e+001, 4.89365327290395e+001
4.47444799729973e+006, 3.53950969995864e+001, 4.88955623951761e+001
4.47544809720972e+006, 3.53829448506506e+001, 4.88546064578430e+001
4.47644819711971e+006, 3.53707950935743e+001, 4.88136649063304e+001
